hotelid,zone,mgrgroup,gdlat,gdlon,isstraightconnect,star
1795043,210,0,NULL,NULL,F,2
1795043,210,0,NULL,NULL,T,2
1795043,210,0,31.27094841,120.5521164,F,2
1795067,210,0,31.25337219,120.5759277,F,2
1795067,210,0,NULL,NULL,T,2
1795067,210,0,NULL,NULL,F,2
1795111,210,0,NULL,NULL,F,2
1795111,210,0,NULL,NULL,T,2
1795111,210,0,31.2895546,120.5613022,F,2
1795138,210,0,NULL,NULL,T,2
1795138,210,0,NULL,NULL,F,2
1795138,210,0,31.36264229,120.5458908,F,2
1795465,1060,0,31.30304337,120.6533585,F,2
1795465,1060,0,NULL,NULL,T,2
1795465,1060,0,NULL,NULL,F,2
1795625,209,0,NULL,NULL,F,2
1795625,209,0,NULL,NULL,T,2
1795625,209,0,31.25120354,120.756218,F,2
1795670,12378,0,31.15458107,120.7214737,F,2
1795670,12378,0,NULL,NULL,F,2
1795730,12378,0,NULL,NULL,T,0
1795730,12378,0,NULL,NULL,F,0
1795730,12378,0,31.15405846,120.7239914,F,0
1795730,12378,0,31.15411758,120.7242355,F,0
1795959,12378,0,NULL,NULL,T,2
1795959,12378,0,31.15659142,120.7207108,F,2
1795959,12378,0,NULL,NULL,F,2
1796509,928,0,NULL,NULL,T,2
1796509,928,0,NULL,NULL,F,2
1796509,928,0,31.27093124,120.8744278,F,2
1796631,689,0,NULL,NULL,T,2
1796631,689,0,31.30773354,120.6001816,F,2
1796631,689,0,NULL,NULL,F,2
1796884,12378,0,31.15411758,120.7263412,F,0
1796884,12378,0,NULL,NULL,T,0
1796884,12378,0,NULL,NULL,F,0
1797061,656,0,NULL,NULL,F,2
1797061,656,0,31.10173988,120.2488632,F,2
1797103,12378,0,NULL,NULL,T,0
1797103,12378,0,NULL,NULL,F,0
1797103,12378,0,31.1572361,120.7192612,F,0
1797397,12378,0,31.15381432,120.7264175,F,2
1797397,12378,0,NULL,NULL,T,2
1797397,12378,0,NULL,NULL,F,2
1797512,-1,0,31.0160656,120.8441467,F,2
1797512,-1,0,NULL,NULL,T,2
1797512,-1,0,NULL,NULL,F,2
1797521,-1,0,NULL,NULL,F,2
1797521,-1,0,31.02252388,120.8458023,F,2
1797521,-1,0,NULL,NULL,T,2
1797860,-1,0,NULL,NULL,F,2
1797860,-1,0,31.0161438,120.8460693,F,2
1797875,-1,0,31.04208755,120.8492966,F,2
1797875,-1,0,NULL,NULL,T,2
1797875,-1,0,NULL,NULL,F,2
1799747,12377,322,NULL,NULL,T,2
1799747,12377,322,31.16600227,120.6629791,F,2
1799747,12377,322,NULL,NULL,F,2
1799747,12377,322,31.16600227,120.6629791,T,2
1799777,12378,0,NULL,NULL,F,0
1799777,12378,0,NULL,NULL,T,0
1799777,12378,0,31.15593147,120.7189026,F,0
1800028,656,0,NULL,NULL,F,2
1800028,656,0,31.08463669,120.2819595,F,2
1800028,656,0,NULL,NULL,T,2
1800939,12378,0,NULL,NULL,T,2
1800939,12378,0,NULL,NULL,F,2
1800939,12378,0,31.1544075,120.7263641,F,2
1801360,-1,0,NULL,NULL,F,2
1801360,-1,0,NULL,NULL,T,2
1801360,-1,0,31.07094765,120.6044312,F,2
1801614,12377,0,NULL,NULL,F,2
1801614,12377,0,NULL,NULL,T,2
1801614,12377,0,31.16729736,120.6673126,F,2
1801640,12377,0,NULL,NULL,T,2
1801640,12377,0,NULL,NULL,F,2
1801640,12377,0,31.16736984,120.6672974,F,2
1801675,-1,0,31.06583214,120.6044846,F,2
1801675,-1,0,NULL,NULL,F,2
1801714,-1,0,31.06599808,120.6044769,F,2
1801714,-1,0,NULL,NULL,F,2
1801714,-1,0,NULL,NULL,T,2
1805486,12376,0,NULL,NULL,T,0
1805486,12376,0,31.20841026,120.5518799,F,0
1805486,12376,0,NULL,NULL,F,0
1812351,209,322,31.26409912,120.6891098,T,2
1812351,209,322,NULL,NULL,F,2
1812351,209,322,NULL,NULL,T,2
1812351,209,322,31.26409912,120.6891098,F,2
1812361,865,322,31.35346985,120.6282806,F,2
1812361,865,322,31.35346985,120.6282806,T,2
1812361,865,322,NULL,NULL,F,2
1812361,865,322,NULL,NULL,T,2
1812367,210,322,NULL,NULL,T,2
1812367,210,322,31.29566574,120.5606918,F,2
1812367,210,322,31.29566574,120.5606918,T,2
1812367,210,322,NULL,NULL,F,2
1812783,211,0,NULL,NULL,F,2
1812783,211,0,NULL,NULL,T,2
1812783,211,0,31.31048393,120.6172791,F,2
1814214,689,414,NULL,NULL,T,2
1814214,689,414,NULL,NULL,F,2
1814214,689,414,31.3081398,120.5803299,F,2
1814287,210,0,31.2929554,120.5565948,F,2
1814287,210,0,NULL,NULL,F,2
1814365,689,0,31.31930542,120.574295,F,2
1814365,689,0,NULL,NULL,T,2
1814365,689,0,NULL,NULL,F,2
1814389,689,349,NULL,NULL,T,2
1814389,689,349,31.30338097,120.6079254,T,2
1814389,689,349,NULL,NULL,F,2
1814389,689,349,31.30338097,120.6079254,F,2
1814516,689,0,31.30329514,120.6070557,F,2
1814516,689,0,NULL,NULL,F,2
1814516,689,0,NULL,NULL,T,2
1814530,689,0,NULL,NULL,T,2
1814530,689,0,31.29858589,120.6077499,F,2
1814530,689,0,NULL,NULL,F,2
1814553,689,0,NULL,NULL,T,2
1814553,689,0,NULL,NULL,F,2
1814553,689,0,31.29807854,120.5933151,F,2
1814584,689,0,31.32019615,120.6014481,F,2
1814584,689,0,NULL,NULL,T,2
1814584,689,0,NULL,NULL,F,2
1814584,689,0,31.32014084,120.6013718,F,2
1814596,689,0,NULL,NULL,F,2
1814596,689,0,31.31591034,120.5998459,F,2
1814596,689,0,NULL,NULL,T,2
1814635,689,0,31.31469917,120.5904083,F,2
1814635,689,0,NULL,NULL,T,2
1814635,689,0,NULL,NULL,F,2
1814658,689,0,31.31175041,120.6031342,F,2
1814658,689,0,NULL,NULL,F,2
1814658,689,0,NULL,NULL,T,2
1814695,689,0,NULL,NULL,F,2
1814695,689,0,NULL,NULL,T,2
1814695,689,0,31.31574631,120.589386,F,2
1814729,689,0,31.29690361,120.5904007,F,2
1814729,689,0,NULL,NULL,T,2
1814729,689,0,NULL,NULL,F,2
1814750,689,0,31.33113289,120.5782394,F,2
1814750,689,0,NULL,NULL,F,2
1814767,689,0,NULL,NULL,F,2
1814767,689,0,31.31409836,120.5883484,F,2
1814767,689,0,NULL,NULL,T,2
1814796,689,373,NULL,NULL,F,2
1814796,689,373,NULL,NULL,T,2
1814796,689,373,31.31116104,120.6030426,F,2
1814808,689,0,NULL,NULL,T,2
1814808,689,0,NULL,NULL,F,2
1814808,689,0,31.2909565,120.5902786,F,2
1815518,208,0,NULL,NULL,T,2
1815518,208,0,31.33097649,120.6017838,F,2
1815518,208,0,NULL,NULL,F,2
1815586,208,0,NULL,NULL,F,2
1815586,208,0,31.33138847,120.60215,F,2
1815586,208,0,NULL,NULL,T,2
1815609,208,0,NULL,NULL,T,2
1815609,208,0,31.32782555,120.6229706,F,2
1815609,208,0,NULL,NULL,F,2
1815629,208,0,31.33135223,120.6023636,F,2
1815629,208,0,NULL,NULL,T,2
1815629,208,0,NULL,NULL,F,2
1815677,208,0,NULL,NULL,F,2
1815677,208,0,31.34306717,120.613945,F,2
1816377,-1,0,NULL,NULL,T,2
1816377,-1,0,31.28236961,120.8207245,F,2
1816377,-1,0,NULL,NULL,F,2
1816480,211,321,NULL,NULL,T,2
1816480,211,321,NULL,NULL,F,2
1816480,211,321,31.30807495,120.6248856,F,2
1816689,1060,0,NULL,NULL,T,2
1816689,1060,0,31.29191399,120.6559296,F,2
1816689,1060,0,NULL,NULL,F,2
1816938,1060,0,NULL,NULL,T,3
1816938,1060,0,NULL,NULL,F,3
1816938,1060,0,31.36179161,120.7136765,F,3
1817806,211,281,31.30887794,120.6240921,T,2
1817806,211,281,NULL,NULL,F,2
1817806,211,281,NULL,NULL,T,2
1817806,211,281,31.30887794,120.6240921,F,2
1818197,12377,0,NULL,NULL,F,0
1818197,12377,0,31.17001152,120.6458282,F,0
1818534,12375,0,NULL,NULL,T,2
1818534,12375,0,31.2808876,120.6260147,F,2
1818534,12375,0,NULL,NULL,F,2
1818551,12375,0,NULL,NULL,T,2
1818551,12375,0,NULL,NULL,F,2
1818551,12375,0,31.25301743,120.624115,F,2
1818675,12375,0,31.27711296,120.638588,F,2
1818675,12375,0,NULL,NULL,F,2
1818675,12375,0,NULL,NULL,T,2
1818712,12378,0,31.15871239,120.7195969,F,2
1818712,12378,0,NULL,NULL,F,2
1818712,12378,0,NULL,NULL,T,2
1818834,12375,0,31.27599144,120.6387482,F,2
1818834,12375,0,NULL,NULL,F,2
1818834,12375,0,NULL,NULL,T,2
1818879,12375,0,NULL,NULL,F,2
1818879,12375,0,NULL,NULL,T,2
1818879,12375,0,31.28052711,120.6294098,F,2
1818969,12375,0,31.2708168,120.6353073,F,2
1818969,12375,0,NULL,NULL,F,2
1819688,12375,0,NULL,NULL,T,2
1819688,12375,0,31.27208138,120.6250534,F,2
1819688,12375,0,NULL,NULL,F,2
1819741,12375,0,NULL,NULL,F,2
1819741,12375,0,31.25144386,120.6303558,F,2
1819741,12375,0,NULL,NULL,T,2
1819807,12375,0,31.28157043,120.6258469,F,2
1819807,12375,0,NULL,NULL,T,2
1819807,12375,0,NULL,NULL,F,2
1819846,12375,0,NULL,NULL,T,2
1819846,12375,0,NULL,NULL,F,2
1819846,12375,0,31.27660751,120.6386414,F,2
1819975,210,0,31.29468346,120.5655746,F,2
1819975,210,0,NULL,NULL,F,2
1820024,210,0,NULL,NULL,F,2
1820024,210,0,31.32134819,120.5541992,F,2
1820024,210,0,NULL,NULL,T,2
1820183,210,0,NULL,NULL,F,2
1820183,210,0,31.30333138,120.5467682,F,2
1820183,210,0,NULL,NULL,T,2
1820210,210,0,31.27661133,120.5336304,F,2
1820210,210,0,NULL,NULL,F,2
1820397,-1,0,31.30769157,120.8197632,F,2
1820397,-1,0,NULL,NULL,T,2
1820397,-1,0,NULL,NULL,F,2
1820467,-1,0,31.30388641,120.8280258,F,2
1820467,-1,0,NULL,NULL,T,2
1820467,-1,0,NULL,NULL,F,2
1820740,211,414,31.31354332,120.6246796,F,2
1820740,211,414,NULL,NULL,F,2
1820740,211,414,NULL,NULL,T,2
1822113,689,0,NULL,NULL,T,2
1822113,689,0,NULL,NULL,F,2
1822113,689,0,31.31549644,120.6031494,F,2
1822380,715,0,NULL,NULL,F,2
1822380,715,0,NULL,NULL,T,2
1822380,715,0,31.30012321,120.6321869,F,2
1822669,656,0,NULL,NULL,T,2
1822669,656,0,31.12913132,120.2621536,F,2
1822669,656,0,NULL,NULL,F,2
1824462,-1,0,NULL,NULL,F,2
1824462,-1,0,31.15416908,120.7266998,F,2
1824509,12378,0,NULL,NULL,T,0
1824509,12378,0,31.1559391,120.7203674,F,0
1824509,12378,0,31.15563393,120.7204971,F,0
1824509,12378,0,NULL,NULL,F,0
1824533,12378,0,31.1582489,120.7170868,F,0
1824533,12378,0,NULL,NULL,F,0
1824601,12378,0,NULL,NULL,T,0
1824601,12378,0,31.15655327,120.7181854,F,0
1824601,12378,0,NULL,NULL,F,0
1824642,12379,0,31.14967728,120.7200012,F,0
1824642,12379,0,NULL,NULL,F,0
1824642,12379,0,31.15057373,120.719986,F,0
1824642,12379,0,NULL,NULL,T,0
1824672,12378,0,NULL,NULL,F,2
1824672,12378,0,NULL,NULL,T,2
1824672,12378,0,31.1582489,120.7182617,F,2
1824691,12378,0,NULL,NULL,T,2
1824691,12378,0,NULL,NULL,F,2
1824691,12378,0,31.15452194,120.7238998,F,2
1824706,12378,0,NULL,NULL,F,2
1824706,12378,0,NULL,NULL,T,2
1824706,12378,0,31.15175438,120.7183685,F,2
1824716,12378,0,NULL,NULL,T,0
1824716,12378,0,NULL,NULL,F,0
1824716,12378,0,31.15788651,120.7196732,F,0
1826842,211,0,31.31311607,120.6269913,F,2
1826842,211,0,NULL,NULL,T,2
1826842,211,0,NULL,NULL,F,2
1827066,12377,0,31.15162468,120.6532516,F,0
1827066,12377,0,NULL,NULL,F,0
1827066,12377,0,NULL,NULL,T,0
1828129,211,0,NULL,NULL,T,2
1828129,211,0,NULL,NULL,F,2
1828129,211,0,31.31651306,120.6282196,F,2
1828172,211,0,31.31543159,120.6083832,F,2
1828172,211,0,NULL,NULL,F,2
1828181,211,0,NULL,NULL,T,2
1828181,211,0,31.30969429,120.6209793,F,2
1828181,211,0,NULL,NULL,F,2
1828214,211,0,31.31181145,120.6216736,F,2
1828214,211,0,NULL,NULL,F,2
1828214,211,0,NULL,NULL,T,2
1828259,211,0,31.31362915,120.6295395,F,2
1828259,211,0,NULL,NULL,F,2
1828259,211,0,NULL,NULL,T,2
1828285,211,0,NULL,NULL,T,2
1828285,211,0,NULL,NULL,F,2
1828285,211,0,31.31482506,120.6077728,F,2
1828323,211,0,31.31566429,120.6233292,F,0
1828323,211,0,NULL,NULL,F,0
1828323,211,0,NULL,NULL,T,0
1828397,211,0,NULL,NULL,T,2
1828397,211,0,31.31085396,120.6450195,F,2
1828397,211,0,NULL,NULL,F,2
1828429,211,0,NULL,NULL,T,2
1828429,211,0,NULL,NULL,F,2
1828429,211,0,31.32044792,120.6236496,F,2
1828525,211,0,NULL,NULL,T,2
1828525,211,0,31.32504654,120.6430664,F,2
1828525,211,0,NULL,NULL,F,2
1828568,211,0,NULL,NULL,F,2
1828568,211,0,31.31625748,120.6277924,F,2
1828568,211,0,NULL,NULL,T,2
1828618,211,0,NULL,NULL,F,2
1828618,211,0,31.29992676,120.6148911,F,2
1828618,211,0,NULL,NULL,T,2
1828690,210,0,31.3070507,120.5545425,F,2
1828690,210,0,NULL,NULL,F,2
1828690,210,0,NULL,NULL,T,2
1830193,656,0,NULL,NULL,T,2
1830193,656,0,NULL,NULL,F,2
1830193,656,0,31.06091118,120.3930359,F,2
1830667,208,291,NULL,NULL,T,2
1830667,208,291,NULL,NULL,F,2
1830667,208,291,31.33115005,120.6082993,F,2
1831203,209,0,NULL,NULL,F,2
1831203,209,0,NULL,NULL,T,2
1831203,209,0,31.28201675,120.725563,F,2
1831258,210,0,31.28866005,120.5759735,F,3
1831258,210,0,NULL,NULL,F,3
1831258,210,0,31.29037476,120.5757904,F,3
1831258,210,0,NULL,NULL,T,3
1831276,210,162,NULL,NULL,T,2
1831276,210,162,NULL,NULL,F,2
1831276,210,162,31.31973076,120.5511475,F,2
1831330,210,420,NULL,NULL,F,2
1831330,210,420,NULL,NULL,T,2
1831330,210,420,31.25397491,120.5760269,F,2
1831373,210,0,NULL,NULL,F,2
1831373,210,0,31.25228119,120.5769043,F,2
1831373,210,0,NULL,NULL,T,2
1831391,210,0,NULL,NULL,F,2
1831391,210,0,NULL,NULL,T,2
1831391,210,0,31.27916718,120.5474625,F,2
1831552,210,0,NULL,NULL,T,2
1831552,210,0,31.3731575,120.5164642,F,2
1831552,210,0,NULL,NULL,F,2
1831603,12375,0,31.26857758,120.6317062,F,2
1831603,12375,0,NULL,NULL,T,2
1831603,12375,0,NULL,NULL,F,2
1831670,12375,0,31.26709366,120.621048,T,2
1831670,12375,0,31.26709366,120.621048,F,2
1831670,12375,0,NULL,NULL,T,2
1831670,12375,0,NULL,NULL,F,2
1831992,211,0,31.30821228,120.6212921,F,2
1831992,211,0,NULL,NULL,F,2
1831992,211,0,NULL,NULL,T,2
1832026,211,0,NULL,NULL,T,2
1832026,211,0,31.31366539,120.629509,F,2
1832026,211,0,NULL,NULL,F,2
1832042,211,0,31.30526352,120.6324234,F,2
1832042,211,0,NULL,NULL,F,2
1832042,211,0,NULL,NULL,T,2
1832686,864,0,NULL,NULL,T,3
1832686,864,0,31.26355743,120.5187531,F,3
1832686,864,0,NULL,NULL,F,3
1832759,12376,0,31.2141552,120.5872269,F,2
1832759,12376,0,NULL,NULL,T,2
1832759,12376,0,NULL,NULL,F,2
1832904,12376,0,31.21235275,120.5839081,F,2
1832904,12376,0,NULL,NULL,F,2
1833057,864,0,NULL,NULL,F,2
1833057,864,0,31.2770462,120.523407,F,2
1834109,211,0,31.3068943,120.6225739,F,2
1834109,211,0,NULL,NULL,F,2
1834374,211,0,NULL,NULL,F,2
1834374,211,0,31.31753159,120.6190033,F,2
1834374,211,0,31.30842018,120.6187897,F,2
1834401,211,0,NULL,NULL,T,2
1834401,211,0,31.31265068,120.6215134,F,2
1834401,211,0,31.31257248,120.6218338,F,2
1834401,211,0,NULL,NULL,F,2
1837657,689,0,NULL,NULL,F,2
1837657,689,0,NULL,NULL,T,2
1837657,689,0,31.30098915,120.608963,F,2
1837787,864,0,NULL,NULL,F,2
1837787,864,0,31.27574539,120.5225525,F,2
1837787,864,0,NULL,NULL,T,2
1839003,211,0,NULL,NULL,F,2
1839003,211,0,31.31515312,120.6335373,F,2
1839003,211,0,NULL,NULL,T,2
1839335,12378,0,31.15756035,120.7172012,F,2
1839335,12378,0,31.15746307,120.7172012,F,2
1839335,12378,0,NULL,NULL,T,2
1839335,12378,0,NULL,NULL,F,2
1839352,-1,0,31.1542511,120.7247238,F,2
1839352,-1,0,NULL,NULL,T,2
1839352,-1,0,NULL,NULL,F,2
1839430,12378,0,NULL,NULL,T,0
1839430,12378,0,NULL,NULL,F,0
1839430,12378,0,31.15727806,120.7198181,F,0
1840112,12378,0,31.15794563,120.7179413,F,2
1840112,12378,0,NULL,NULL,F,2
1840112,12378,0,NULL,NULL,T,2
1840172,12378,0,NULL,NULL,T,2
1840172,12378,0,NULL,NULL,F,2
1840172,12378,0,31.15774918,120.71772,F,2
1840190,12378,0,NULL,NULL,T,2
1840190,12378,0,31.15793228,120.717865,F,2
1840190,12378,0,NULL,NULL,F,2
1840208,12378,0,31.15317726,120.7200012,F,2
1840208,12378,0,31.15923119,120.7176208,F,2
1840208,12378,0,NULL,NULL,T,2
1840208,12378,0,NULL,NULL,F,2
1840234,12378,0,NULL,NULL,F,2
1840234,12378,0,NULL,NULL,T,2
1840234,12378,0,31.15226746,120.7228928,F,2
1840281,12378,0,31.15654945,120.7205276,F,2
1840281,12378,0,NULL,NULL,T,2
1840281,12378,0,31.15574646,120.7198563,F,2
1840281,12378,0,NULL,NULL,F,2
1840302,12378,0,NULL,NULL,T,2
1840302,12378,0,31.15665627,120.7179337,F,2
1840302,12378,0,NULL,NULL,F,2
1840324,12378,0,31.15680313,120.7195969,F,0
1840324,12378,0,NULL,NULL,T,0
1840324,12378,0,NULL,NULL,F,0
1840335,12378,0,NULL,NULL,F,2
1840335,12378,0,NULL,NULL,T,2
1840335,12378,0,31.15560722,120.7222137,F,2
1840371,12378,0,NULL,NULL,T,0
1840371,12378,0,31.15729713,120.7189102,F,0
1840371,12378,0,NULL,NULL,F,0
1840397,12378,0,31.15077782,120.7195206,F,0
1840397,12378,0,NULL,NULL,T,0
1840397,12378,0,NULL,NULL,F,0
1840420,12378,0,NULL,NULL,F,0
1840420,12378,0,NULL,NULL,T,0
1840420,12378,0,31.15782166,120.7181854,F,0
1840482,12378,0,NULL,NULL,T,0
1840482,12378,0,NULL,NULL,F,0
1840482,12378,0,31.15303421,120.717514,F,0
1840514,12379,0,NULL,NULL,T,0
1840514,12379,0,31.14904976,120.7217865,F,0
1840514,12379,0,31.14905167,120.7217941,F,0
1840514,12379,0,NULL,NULL,F,0
1840605,12378,0,31.14890671,120.7225418,F,2
1840605,12378,0,31.15671158,120.7176819,F,2
1840605,12378,0,NULL,NULL,T,2
1840605,12378,0,NULL,NULL,F,2
1840654,12378,0,31.15587616,120.718483,F,0
1840654,12378,0,NULL,NULL,T,0
1840654,12378,0,NULL,NULL,F,0
1842488,656,0,NULL,NULL,F,0
1842488,656,0,NULL,NULL,T,0
1842488,656,0,31.10683441,120.3019562,F,0
1845683,209,162,31.24818039,120.7463684,F,2
1845683,209,162,NULL,NULL,T,2
1845683,209,162,NULL,NULL,F,2
1845690,1060,281,NULL,NULL,T,2
1845690,1060,281,31.31053925,120.6508026,F,2
1845690,1060,281,NULL,NULL,F,2
1845703,1060,0,NULL,NULL,T,2
1845703,1060,0,NULL,NULL,F,2
1845703,1060,0,31.3252449,120.7305298,F,2
1845864,864,0,NULL,NULL,F,2
1845864,864,0,31.27577209,120.5224991,F,2
1852926,865,0,31.46836853,120.6528015,F,2
1852926,865,0,NULL,NULL,F,2
1852926,865,0,NULL,NULL,T,2
1853041,865,0,NULL,NULL,T,2
1853041,865,0,NULL,NULL,F,2
1853041,865,0,31.3927803,120.6159363,F,2
1853156,865,0,NULL,NULL,F,2
1853156,865,0,NULL,NULL,T,2
1853156,865,0,31.43901443,120.5463257,F,2
1853308,865,0,31.38618851,120.6225433,F,2
1853308,865,0,NULL,NULL,T,2
1853308,865,0,NULL,NULL,F,2
1853372,865,0,31.37554359,120.5845032,F,2
1853372,865,0,NULL,NULL,F,2
1853372,865,0,NULL,NULL,T,2
1853473,210,0,NULL,NULL,T,2
1853473,210,0,NULL,NULL,F,2
1853473,210,0,31.37545204,120.5602036,F,2
1853473,210,0,31.38227463,120.5271835,F,2
1856126,210,0,31.30129242,120.5667191,F,2
1856126,210,0,NULL,NULL,F,2
1856191,210,0,31.30052757,120.5652313,F,2
1856191,210,0,NULL,NULL,F,2
1856702,211,0,NULL,NULL,F,2
1856702,211,0,NULL,NULL,T,2
1856702,211,0,31.30291176,120.6166153,F,2
1856853,210,0,31.27967453,120.5703583,F,2
1856853,210,0,NULL,NULL,F,2
1856903,210,0,NULL,NULL,F,2
1856903,210,0,31.27965546,120.5703506,F,2
1857363,656,0,NULL,NULL,F,2
1857363,656,0,NULL,NULL,T,2
1857363,656,0,31.23843575,120.4852142,F,2
1858180,689,0,31.30250359,120.6028671,F,2
1858180,689,0,NULL,NULL,F,2
1858406,1060,0,NULL,NULL,F,2
1858406,1060,0,31.30064011,120.6821518,F,2
1858406,1060,0,NULL,NULL,T,2
1859202,211,0,NULL,NULL,F,2
1859202,211,0,31.30334663,120.6138687,F,2
1861606,865,321,NULL,NULL,T,2
1861606,865,321,NULL,NULL,F,2
1861606,865,321,31.39070892,120.6265411,F,2
1861669,865,0,31.48672485,120.728508,F,2
1861669,865,0,NULL,NULL,T,2
1861669,865,0,NULL,NULL,F,2
1861684,865,0,31.39004326,120.627327,F,3
1861703,865,0,31.36630058,120.6203003,F,2
1861703,865,0,NULL,NULL,T,2
1861703,865,0,NULL,NULL,F,2
1861731,865,0,31.36780548,120.6209335,F,2
1861731,865,0,NULL,NULL,F,2
1861731,865,0,NULL,NULL,T,2
1865540,12375,0,31.27959824,120.6294937,F,2
1865540,12375,0,NULL,NULL,F,2
1865540,12375,0,NULL,NULL,T,2
1865686,864,0,NULL,NULL,F,2
1865686,864,0,NULL,NULL,T,2
1865686,864,0,31.28759384,120.5198746,F,2
1865708,864,5,31.25549126,120.5208435,F,2
1865708,864,5,NULL,NULL,T,2
1865708,864,5,NULL,NULL,F,2
1865708,864,5,31.25549126,120.5208435,T,2
1865728,864,0,NULL,NULL,F,2
1865728,864,0,31.24905968,120.5179443,F,2
1865728,864,0,NULL,NULL,T,2
1865804,864,321,31.24554443,120.5186615,F,2
1865804,864,321,NULL,NULL,F,2
1865804,864,321,NULL,NULL,T,2
1866092,864,0,31.24948692,120.5165405,F,2
1866092,864,0,NULL,NULL,F,2
1866092,864,0,NULL,NULL,T,2
1866127,864,349,NULL,NULL,F,2
1866127,864,349,31.25519943,120.5168152,F,2
1866127,864,349,31.25337982,120.5173264,T,2
1866127,864,349,NULL,NULL,T,2
1866317,864,0,NULL,NULL,F,2
1866317,864,0,31.26320648,120.5175018,F,2
1866317,864,0,NULL,NULL,T,2
1866365,864,373,31.25594139,120.5256577,F,2
1866365,864,373,NULL,NULL,F,2
1866365,864,373,NULL,NULL,T,2
1866429,864,0,NULL,NULL,T,2
1866429,864,0,31.25053787,120.5171814,F,2
1866429,864,0,NULL,NULL,F,2
1866514,864,0,NULL,NULL,F,2
1866514,864,0,31.26985741,120.5180969,F,2
1866514,864,0,NULL,NULL,T,2
1866603,864,0,31.26226807,120.5174789,F,2
1866603,864,0,NULL,NULL,T,2
1866603,864,0,NULL,NULL,F,2
1868004,12377,0,31.16589737,120.6660843,F,0
1868004,12377,0,NULL,NULL,F,0
1868004,12377,0,NULL,NULL,T,0
1868050,12377,0,NULL,NULL,F,0
1868050,12377,0,31.18776321,120.6497116,F,0
1868050,12377,0,NULL,NULL,T,0
1868085,12377,0,NULL,NULL,F,0
1868085,12377,0,NULL,NULL,T,0
1868085,12377,0,31.16572189,120.6648865,F,0
1868128,12377,0,NULL,NULL,T,0
1868128,12377,0,31.16624069,120.6654358,F,0
1868128,12377,0,NULL,NULL,F,0
1868197,12377,0,NULL,NULL,F,0
1868197,12377,0,NULL,NULL,T,0
1868197,12377,0,31.16557693,120.6655121,F,0
1868225,12377,0,NULL,NULL,F,0
1868225,12377,0,NULL,NULL,T,0
1868225,12377,0,31.16109085,120.6501236,F,0
1868235,12377,0,NULL,NULL,T,0
1868235,12377,0,NULL,NULL,F,0
1868235,12377,0,31.16621399,120.6652374,F,0
1868335,209,0,NULL,NULL,T,2
1868335,209,0,NULL,NULL,F,2
1868335,209,0,31.28575706,120.7517014,F,2
1868357,209,0,NULL,NULL,T,2
1868357,209,0,31.2524929,120.7500687,F,2
1868357,209,0,NULL,NULL,F,2
1870535,209,0,NULL,NULL,T,2
1870535,209,0,NULL,NULL,F,2
1870535,209,0,31.28658295,120.7281189,F,2
1870764,209,0,NULL,NULL,F,2
1870764,209,0,31.27787209,120.7463989,F,2
1871262,209,414,NULL,NULL,F,2
1871262,209,414,31.27642441,120.7402191,F,2
1871262,209,414,NULL,NULL,T,2
1871668,1060,0,NULL,NULL,T,2
1871668,1060,0,31.31454659,120.6495209,F,2
1871668,1060,0,NULL,NULL,F,2
1871728,865,0,31.39538956,120.621994,F,2
1871728,865,0,NULL,NULL,F,2
1871728,865,0,NULL,NULL,T,2
1875061,210,0,NULL,NULL,F,2
1875061,210,0,NULL,NULL,T,2
1875061,210,0,31.25451469,120.5755997,F,2
1875303,210,321,NULL,NULL,F,2
1875303,210,321,NULL,NULL,T,2
1875303,210,321,31.26219559,120.570137,F,2
1875694,689,0,NULL,NULL,T,2
1875694,689,0,NULL,NULL,F,2
1875694,689,0,31.31413841,120.5967102,F,2
1875815,211,0,31.31148148,120.6240921,F,3
1875815,211,0,NULL,NULL,T,3
1875815,211,0,NULL,NULL,F,3
1889124,656,0,NULL,NULL,F,3
1889124,656,0,NULL,NULL,T,3
1889124,656,0,31.22548294,120.4681778,F,3
1889278,209,0,NULL,NULL,T,2
1889278,209,0,NULL,NULL,F,2
1889278,209,0,31.25014114,120.7544174,F,2
1889285,1060,0,31.35843849,120.7125778,F,2
1889285,1060,0,NULL,NULL,F,2
1889294,1060,162,31.33995628,120.6536484,F,2
1889294,1060,162,NULL,NULL,F,2
1889294,1060,162,NULL,NULL,T,2
1896351,656,0,31.21831512,120.4177628,F,2
1896351,656,0,NULL,NULL,T,2
1896351,656,0,NULL,NULL,F,2
1899021,656,0,31.09542847,120.2425079,F,2
1899021,656,0,NULL,NULL,F,2
1899021,656,0,NULL,NULL,T,2
1900601,211,0,31.3031311,120.6140366,F,2
1900601,211,0,NULL,NULL,F,2
1901631,12377,0,NULL,NULL,F,2
1901631,12377,0,NULL,NULL,T,2
1901631,12377,0,31.16812325,120.637886,F,2
1901767,208,0,NULL,NULL,T,2
1901767,208,0,31.33503914,120.5942535,F,2
1901767,208,0,NULL,NULL,F,2
1902733,209,0,NULL,NULL,T,2
1902733,209,0,NULL,NULL,F,2
1902733,209,0,31.33426666,120.7644119,F,2
1902946,211,0,31.32004356,120.6150131,F,0
1902946,211,0,NULL,NULL,F,0
1902946,211,0,NULL,NULL,T,0
1903315,211,0,NULL,NULL,F,2
1903315,211,0,NULL,NULL,T,2
