starttime,hotelid,notcancelcii
2015-8-13,930495,15
2015-8-13,937663,7
2015-8-13,940839,9
2015-8-13,983944,9
2015-8-13,988350,25
2015-8-13,991212,11
2015-8-13,1008816,9
2015-8-13,1072635,5
2015-8-13,1139367,35
2015-8-13,1206515,19
2015-8-13,1206544,11
2015-8-13,1206840,9
2015-8-13,1206920,5
2015-8-13,1207291,39
2015-8-13,1207866,3
2015-8-13,1217013,3
2015-8-13,1236678,31
2015-8-13,1284869,3
2015-8-13,1303109,9
2015-8-13,1303442,7
2015-8-13,1318670,29
2015-8-13,1370824,3
2015-8-13,1419445,5
2015-8-13,1507696,19
2015-8-13,1515109,57
2015-8-13,1520595,7
2015-8-13,1525524,11
2015-8-13,1526623,13
2015-8-13,1526641,15
2015-8-13,1526823,35
2015-8-13,1542589,5
2015-8-13,1618842,29
2015-8-13,1665647,3
2015-8-13,1668459,3
2015-8-13,1675970,7
2015-8-13,1677647,21
2015-8-13,1678059,167
2015-8-13,1683533,3
2015-8-13,1724150,3
2015-8-13,1735285,7
2015-8-13,1735965,5
2015-8-13,1741886,3
2015-8-13,1761521,5
2015-8-13,1764215,9
2015-8-13,1764801,3
2015-8-13,1788758,3
2015-8-13,1795959,11
2015-8-13,1796631,3
2015-8-13,1800939,3
2015-8-13,1822113,17
2015-8-13,1831276,23
2015-8-13,1845703,29
2015-8-13,1889124,3
2015-8-13,1889294,3
2015-8-13,1896351,5
2015-8-13,1902733,11
2015-8-13,1928269,7
2015-8-13,1949001,3
2015-8-13,1968626,5
2015-8-13,2043852,3
2015-8-13,2069419,41
2015-8-13,2165485,5
2015-8-13,2205636,5
2015-8-13,2281192,5
2015-8-13,2300838,5
2015-8-13,2324014,7
2015-8-13,2362770,27
2015-8-13,2370709,3
2015-8-13,2416730,95
2015-8-13,2698262,3
2015-8-13,351642,65
2015-8-13,376673,31
2015-8-13,382789,21
2015-8-13,382884,31
2015-8-13,385765,43
2015-8-13,399307,89
2015-8-13,436130,55
2015-8-13,436187,189
2015-8-13,439740,7
2015-8-13,441291,37
2015-8-13,443793,5
2015-8-13,444549,55
2015-8-13,445115,11
2015-8-13,446299,75
2015-8-13,446493,59
2015-8-13,448029,19
2015-8-13,448674,3
2015-8-13,461483,9
2015-8-13,485637,3
2015-8-13,486234,11
2015-8-13,498607,71
2015-8-13,498644,53
2015-8-13,548928,35
2015-8-13,705325,15
2015-8-13,721880,19
2015-8-13,752724,17
2015-8-13,752933,3
2015-8-13,874429,39
2015-8-13,917961,37
2015-8-13,991165,11
2015-8-13,992671,3
2015-8-13,1006258,17
2015-8-13,1013078,3
2015-8-13,1087593,53
2015-8-13,1158301,3
2015-8-13,1206246,115
2015-8-13,1206458,9
2015-8-13,1207130,13
2015-8-13,1207675,41
2015-8-13,1207843,7
2015-8-13,1218927,9
2015-8-13,1218968,3
2015-8-13,1227694,3
2015-8-13,1246512,3
2015-8-13,1247673,17
2015-8-13,1311435,33
2015-8-13,1374660,9
2015-8-13,1389188,3
2015-8-13,1409609,3
2015-8-13,1444940,7
2015-8-13,1487825,3
2015-8-13,1487979,15
2015-8-13,1494830,15
2015-8-13,1499435,21
2015-8-13,1525614,19
2015-8-13,1525804,9
2015-8-13,1526531,7
2015-8-13,1526790,7
2015-8-13,1564978,3
2015-8-13,1575922,5
2015-8-13,1656214,3
2015-8-13,1656903,9
2015-8-13,1659913,3
2015-8-13,1667356,5
2015-8-13,1677592,87
2015-8-13,1678077,35
2015-8-13,1682119,3
2015-8-13,1721744,3
2015-8-13,1731137,3
2015-8-13,1735624,7
2015-8-13,1736546,3
2015-8-13,1747626,5
2015-8-13,1760726,9
2015-8-13,1773153,7
2015-8-13,1819741,3
2015-8-13,1820740,7
2015-8-13,1832686,23
2015-8-13,1839003,5
2015-8-13,1845690,9
2015-8-13,1865804,5
2015-8-13,1981542,5
2015-8-13,2021651,43
2015-8-13,2035708,3
2015-8-13,2088298,5
2015-8-13,2111007,9
2015-8-13,2126937,45
2015-8-13,2147806,3
2015-8-13,2165141,5
2015-8-13,2170615,5
2015-8-13,2188917,5
2015-8-13,2188926,3
2015-8-13,2197670,3
2015-8-13,2290527,13
2015-8-13,2297368,19
2015-8-13,2330836,7
2015-8-13,2341724,13
2015-8-13,2342412,5
2015-8-13,2373499,35
2015-8-13,2385751,11
2015-8-13,352941,25
2015-8-13,375003,13
2015-8-13,376800,21
2015-8-13,382749,41
2015-8-13,392481,39
2015-8-13,427515,13
2015-8-13,432833,35
2015-8-13,433206,19
2015-8-13,435498,21
2015-8-13,436236,21
2015-8-13,438637,13
2015-8-13,442909,3
2015-8-13,444381,57
2015-8-13,444756,5
2015-8-13,444795,27
2015-8-13,445072,29
2015-8-13,449729,41
2015-8-13,453937,49
2015-8-13,454474,69
2015-8-13,468493,5
2015-8-13,481935,9
2015-8-13,485359,5
2015-8-13,486386,9
2015-8-13,493182,13
2015-8-13,495222,23
2015-8-13,497979,21
2015-8-13,498716,31
2015-8-13,683555,9
2015-8-13,731974,5
2015-8-13,752287,7
2015-8-13,790346,11
2015-8-13,814976,11
2015-8-13,874136,3
2015-8-13,895981,9
2015-8-13,937732,9
2015-8-13,942523,19
2015-8-13,943557,19
2015-8-13,945829,7
2015-8-13,965066,7
2015-8-13,983749,9
2015-8-13,1067770,11
2015-8-13,1074655,7
2015-8-13,1085162,3
2015-8-13,1126019,9
2015-8-13,1126035,21
2015-8-13,1202193,21
2015-8-13,1206419,75
2015-8-13,1206593,55
2015-8-13,1207214,3
2015-8-13,1207579,41
2015-8-13,1228196,15
2015-8-13,1234168,3
2015-8-13,1236462,35
2015-8-13,1257787,7
2015-8-13,1273972,3
2015-8-13,1287295,19
2015-8-13,1304012,5
2015-8-13,1312950,3
2015-8-13,1318298,3
2015-8-13,1339924,3
2015-8-13,1348320,3
2015-8-13,1385258,3
2015-8-13,1385682,3
2015-8-13,1443024,3
2015-8-13,1451864,13
2015-8-13,1452010,103
2015-8-13,1465799,3
2015-8-13,1487965,13
2015-8-13,1517705,17
2015-8-13,1525580,27
2015-8-13,1525776,3
2015-8-13,1526762,7
2015-8-13,1526986,3
2015-8-13,1535514,13
2015-8-13,1541943,7
2015-8-13,1541992,5
2015-8-13,1562304,3
2015-8-13,1613672,3
2015-8-13,1620057,23
2015-8-13,1656133,5
2015-8-13,1677685,87
2015-8-13,1678100,11
2015-8-13,1678141,3
2015-8-13,1685484,5
2015-8-13,1690492,39
2015-8-13,1692047,3
2015-8-13,1707763,13
2015-8-13,1709401,9
2015-8-13,1712976,9
2015-8-13,1735053,11
2015-8-13,1735646,5
2015-8-13,1747562,15
2015-8-13,1747736,3
2015-8-13,1761658,13
2015-8-13,1778035,5
2015-8-13,1793331,3
2015-8-13,1814729,11
2015-8-13,1830667,13
2015-8-13,1853372,3
2015-8-13,1875815,37
2015-8-13,1902946,33
2015-8-13,1928113,3
2015-8-13,1928156,3
2015-8-13,1940895,5
2015-8-13,2029059,7
2015-8-13,2111306,3
2015-8-13,2178967,3
2015-8-13,2189113,5
2015-8-13,2259796,5
2015-8-13,2348733,3
2015-8-13,2362405,3
2015-8-13,2362658,3
2015-8-13,2600330,3
2015-8-13,2683978,11
2015-8-13,353729,31
2015-8-13,354071,31
2015-8-13,376665,101
2015-8-13,376734,53
2015-8-13,376846,127
2015-8-13,385788,57
2015-8-13,400713,157
2015-8-13,438861,5
2015-8-13,439053,47
2015-8-13,441209,31
2015-8-13,443173,35
2015-8-13,443230,69
2015-8-13,443563,13
2015-8-13,445230,21
2015-8-13,447916,3
2015-8-13,455417,71
2015-8-13,455847,7
2015-8-13,457639,59
2015-8-13,464470,11
2015-8-13,465000,65
2015-8-13,480402,19
2015-8-13,483339,29
2015-8-13,485214,39
2015-8-13,485354,59
2015-8-13,485485,17
2015-8-13,491009,41
2015-8-13,498396,23
2015-8-13,524713,3
2015-8-13,547841,23
2015-8-13,619600,13
2015-8-13,673255,5
2015-8-13,752357,7
2015-8-13,753355,5
2015-8-13,923828,23
2015-8-13,930326,23
2015-8-13,946096,35
2015-8-13,950440,3
2015-8-13,972506,21
2015-8-13,988366,11
2015-8-13,988426,19
2015-8-13,991230,9
2015-8-13,999597,7
2015-8-13,1101631,17
2015-8-13,1106684,5
2015-8-13,1188650,51
2015-8-13,1206492,23
2015-8-13,1207073,41
2015-8-13,1207496,19
2015-8-13,1207706,11
2015-8-13,1256520,3
2015-8-13,1285381,7
2015-8-13,1320555,41
2015-8-13,1333915,25
2015-8-13,1377758,15
2015-8-13,1399484,5
2015-8-13,1422804,17
2015-8-13,1445437,3
2015-8-13,1447549,5
2015-8-13,1488024,7
2015-8-13,1488060,7
2015-8-13,1507659,91
2015-8-13,1521818,3
2015-8-13,1525653,33
2015-8-13,1526681,33
2015-8-13,1537324,3
2015-8-13,1543382,9
2015-8-13,1544168,5
2015-8-13,1548390,3
2015-8-13,1575878,11
2015-8-13,1576201,9
2015-8-13,1593833,3
2015-8-13,1659198,3
2015-8-13,1677708,5
2015-8-13,1685727,15
2015-8-13,1687527,5
2015-8-13,1689696,19
2015-8-13,1695798,5
2015-8-13,1698222,27
2015-8-13,1706497,5
2015-8-13,1730553,5
2015-8-13,1731171,3
2015-8-13,1732808,5
2015-8-13,1735678,13
2015-8-13,1735725,5
2015-8-13,1736369,5
2015-8-13,1747669,11
2015-8-13,1793350,7
2015-8-13,1799747,11
2015-8-13,1812361,7
2015-8-13,1814365,5
2015-8-13,1816938,19
2015-8-13,1817806,15
2015-8-13,1826842,9
2015-8-13,1831258,7
2015-8-13,1840234,3
2015-8-13,1840654,3
2015-8-13,1871262,3
2015-8-13,1875303,7
2015-8-13,1901767,5
2015-8-13,1921233,3
2015-8-13,1921482,3
2015-8-13,1962379,7
2015-8-13,2082793,3
2015-8-13,2097224,7
2015-8-13,2102330,7
2015-8-13,2137963,7
2015-8-13,2145931,3
2015-8-13,2189094,5
2015-8-13,2189132,5
2015-8-13,2192423,7
2015-8-13,2208841,13
2015-8-13,2319209,7
2015-8-13,2377103,9
2015-8-13,2414687,7
2015-8-13,2613931,3
2015-8-14,352972,161
2015-8-14,376834,153
2015-8-14,382765,79
2015-8-14,400229,13
2015-8-14,404224,23
2015-8-14,404868,37
2015-8-14,425560,107
2015-8-14,435150,57
2015-8-14,438233,31
2015-8-14,438644,9
2015-8-14,440020,99
2015-8-14,443426,29
2015-8-14,444258,29
2015-8-14,457059,9
2015-8-14,458431,17
2015-8-14,458583,19
2015-8-14,461897,13
2015-8-14,485319,17
2015-8-14,485598,17
2015-8-14,493433,11
2015-8-14,495558,27
2015-8-14,496651,75
2015-8-14,498223,49
2015-8-14,498416,101
2015-8-14,549524,13
2015-8-14,723934,13
2015-8-14,750327,3
2015-8-14,753083,3
2015-8-14,787610,47
2015-8-14,795531,13
2015-8-14,896007,25
2015-8-14,919322,3
2015-8-14,930376,11
2015-8-14,930483,5
2015-8-14,943212,17
2015-8-14,944521,5
2015-8-14,988288,19
2015-8-14,991179,15
2015-8-14,1026444,9
2015-8-14,1086068,9
2015-8-14,1105449,23
2015-8-14,1125958,17
2015-8-14,1140655,25
2015-8-14,1193596,5
2015-8-14,1193751,7
2015-8-14,1206306,3
2015-8-14,1206696,9
2015-8-14,1206742,35
2015-8-14,1221802,7
2015-8-14,1241726,3
2015-8-14,1246985,9
2015-8-14,1249062,3
2015-8-14,1261894,3
2015-8-14,1274488,27
2015-8-14,1408245,3
2015-8-14,1442884,3
2015-8-14,1487764,9
2015-8-14,1487914,9
2015-8-14,1489811,9
2015-8-14,1502957,5
2015-8-14,1503351,15
2015-8-14,1507592,33
2015-8-14,1517221,11
2015-8-14,1525502,3
2015-8-14,1525878,17
2015-8-14,1526309,5
2015-8-14,1526603,47
2015-8-14,1526740,3
2015-8-14,1526862,5
2015-8-14,1537358,3
2015-8-14,1542793,17
2015-8-14,1542901,3
2015-8-14,1575384,11
2015-8-14,1575915,33
2015-8-14,1577509,5
2015-8-14,1578758,3
2015-8-14,1659190,3
2015-8-14,1660330,9
2015-8-14,1667401,5
2015-8-14,1677914,87
2015-8-14,1685853,15
2015-8-14,1688052,3
2015-8-14,1694704,35
2015-8-14,1701339,5
2015-8-14,1713193,11
2015-8-14,1735204,15
2015-8-14,1741964,7
2015-8-14,1747529,3
2015-8-14,1752323,3
2015-8-14,1756388,7
2015-8-14,1757655,5
2015-8-14,1797103,3
2015-8-14,1812367,3
2015-8-14,1812783,5
2015-8-14,1816689,3
2015-8-14,1822669,3
2015-8-14,1839430,5
2015-8-14,1840172,3
2015-8-14,1840335,9
2015-8-14,1845683,3
2015-8-14,1871668,3
2015-8-14,1908461,3
2015-8-14,1928015,3
2015-8-14,1983184,3
2015-8-14,1987848,3
2015-8-14,1995384,15
2015-8-14,2000263,7
2015-8-14,2022783,13
2015-8-14,2028400,7
2015-8-14,2145622,19
2015-8-14,2153767,5
2015-8-14,2165175,3
2015-8-14,2167075,3
2015-8-14,2178768,3
2015-8-14,2188751,25
2015-8-14,2189980,3
2015-8-14,2192941,3
2015-8-14,2193205,3
2015-8-14,2195278,3
2015-8-14,2197465,5
2015-8-14,2374719,3
2015-8-14,2386825,3
2015-8-14,2401577,3
2015-8-14,2405085,7
2015-8-14,2419284,3
2015-8-14,2547561,3
2015-8-14,2657432,7
2015-8-14,2663826,3
2015-8-14,351661,131
2015-8-14,352934,65
2015-8-14,353719,21
2015-8-14,376630,59
2015-8-14,392426,119
2015-8-14,394138,7
2015-8-14,394209,7
2015-8-14,401156,81
2015-8-14,405110,119
2015-8-14,424248,55
2015-8-14,427497,55
2015-8-14,434059,33
2015-8-14,434336,31
2015-8-14,440993,13
2015-8-14,442850,19
2015-8-14,443364,15
2015-8-14,448227,7
2015-8-14,451841,107
2015-8-14,451932,29
2015-8-14,453345,45
2015-8-14,453399,69
2015-8-14,459432,11
2015-8-14,462197,35
2015-8-14,478371,9
2015-8-14,478541,11
2015-8-14,482488,41
2015-8-14,485127,3
2015-8-14,485507,33
2015-8-14,494836,39
2015-8-14,495313,7
2015-8-14,496978,39
2015-8-14,497954,11
2015-8-14,547848,13
2015-8-14,549488,15
2015-8-14,704566,5
2015-8-14,711529,27
2015-8-14,721379,57
2015-8-14,745218,5
2015-8-14,748694,5
2015-8-14,749218,5
2015-8-14,753070,5
2015-8-14,753169,7
2015-8-14,753208,15
2015-8-14,753504,5
2015-8-14,787080,21
2015-8-14,869751,49
2015-8-14,893477,3
2015-8-14,895973,11
2015-8-14,916149,7
2015-8-14,929284,13
2015-8-14,930495,19
2015-8-14,937663,3
2015-8-14,940839,11
2015-8-14,983944,11
2015-8-14,988350,33
2015-8-14,991212,23
2015-8-14,1006264,3
2015-8-14,1008816,11
2015-8-14,1071934,3
2015-8-14,1072635,3
2015-8-14,1126066,9
2015-8-14,1139367,33
2015-8-14,1206515,29
2015-8-14,1206544,27
2015-8-14,1206840,15
2015-8-14,1206878,3
2015-8-14,1206920,15
2015-8-14,1207291,29
2015-8-14,1207866,5
2015-8-14,1236678,41
2015-8-14,1247946,3
2015-8-14,1303109,11
2015-8-14,1303442,25
2015-8-14,1318670,31
2015-8-14,1340159,5
2015-8-14,1385763,3
2015-8-14,1507696,21
2015-8-14,1515109,69
2015-8-14,1520595,9
2015-8-14,1525524,9
2015-8-14,1525953,5
2015-8-14,1526623,11
2015-8-14,1526641,17
2015-8-14,1526823,35
2015-8-14,1542589,3
2015-8-14,1575919,11
2015-8-14,1608156,3
2015-8-14,1618842,15
2015-8-14,1636006,3
2015-8-14,1656379,3
2015-8-14,1665647,3
2015-8-14,1668459,31
2015-8-14,1675970,9
2015-8-14,1677647,15
2015-8-14,1678059,191
2015-8-14,1724150,7
2015-8-14,1730412,7
2015-8-14,1735386,3
2015-8-14,1735965,5
2015-8-14,1741886,3
2015-8-14,1754823,5
2015-8-14,1764215,5
2015-8-14,1795730,5
2015-8-14,1795959,7
2015-8-14,1796631,5
2015-8-14,1816480,5
2015-8-14,1822113,13
2015-8-14,1831276,19
2015-8-14,1831992,3
2015-8-14,1832042,5
2015-8-14,1845703,17
2015-8-14,1889124,5
2015-8-14,1889294,9
2015-8-14,1902733,7
2015-8-14,1921443,3
2015-8-14,1928269,7
2015-8-14,1928439,3
2015-8-14,1928497,5
2015-8-14,1968626,15
2015-8-14,2069419,59
2015-8-14,2158455,3
2015-8-14,2164979,3
2015-8-14,2165485,3
2015-8-14,2193368,3
2015-8-14,2281192,3
2015-8-14,2300838,33
2015-8-14,2324014,15
2015-8-14,2362770,21
2015-8-14,2370709,3
2015-8-14,2416730,71
2015-8-14,2570235,3
2015-8-14,2714662,5
2015-8-14,351642,107
2015-8-14,376673,73
2015-8-14,382789,69
2015-8-14,382884,37
2015-8-14,385765,37
2015-8-14,399307,75
2015-8-14,436130,85
2015-8-14,436187,215
2015-8-14,439740,63
2015-8-14,441291,23
2015-8-14,443793,5
2015-8-14,444549,73
2015-8-14,445115,23
2015-8-14,446299,77
2015-8-14,446493,53
2015-8-14,448029,89
2015-8-14,448674,3
2015-8-14,461483,23
2015-8-14,478580,11
2015-8-14,481889,33
2015-8-14,485637,3
2015-8-14,498607,45
2015-8-14,498644,27
2015-8-14,548928,29
2015-8-14,556193,5
2015-8-14,705325,9
2015-8-14,721880,53
2015-8-14,745038,5
2015-8-14,752724,7
2015-8-14,752933,3
2015-8-14,815197,3
2015-8-14,874429,21
2015-8-14,917961,43
2015-8-14,983924,15
2015-8-14,991165,11
2015-8-14,992671,3
2015-8-14,1006258,9
2015-8-14,1013078,3
2015-8-14,1087593,107
2015-8-14,1158301,5
2015-8-14,1206246,79
2015-8-14,1206458,17
2015-8-14,1207130,15
2015-8-14,1207675,11
2015-8-14,1207843,9
2015-8-14,1217749,3
2015-8-14,1218927,33
2015-8-14,1218994,5
2015-8-14,1227694,3
2015-8-14,1246296,3
2015-8-14,1246512,5
2015-8-14,1246555,3
2015-8-14,1247673,27
2015-8-14,1287253,3
2015-8-14,1311435,37
2015-8-14,1316533,3
2015-8-14,1329375,3
2015-8-14,1374660,19
2015-8-14,1389188,3
2015-8-14,1416914,3
2015-8-14,1444940,5
2015-8-14,1487825,13
2015-8-14,1487979,13
2015-8-14,1494830,15
2015-8-14,1499435,17
2015-8-14,1525614,19
2015-8-14,1525804,3
2015-8-14,1526531,5
2015-8-14,1526790,13
2015-8-14,1575922,3
2015-8-14,1604387,3
2015-8-14,1641443,3
2015-8-14,1647973,3
2015-8-14,1656214,3
2015-8-14,1656903,7
2015-8-14,1659913,3
2015-8-14,1667356,3
2015-8-14,1677592,71
2015-8-14,1678077,69
2015-8-14,1731137,5
2015-8-14,1735325,3
2015-8-14,1735624,9
2015-8-14,1736546,5
2015-8-14,1760726,5
2015-8-14,1773153,11
2015-8-14,1814389,3
2015-8-14,1819741,3
2015-8-14,1820740,7
2015-8-14,1828259,3
2015-8-14,1832686,3
2015-8-14,1839003,7
2015-8-14,1840190,5
2015-8-14,1845690,19
2015-8-14,1959419,3
2015-8-14,1981542,9
2015-8-14,2011417,3
2015-8-14,2021651,55
2015-8-14,2035708,3
2015-8-14,2096232,3
2015-8-14,2111007,7
2015-8-14,2126937,35
2015-8-14,2147806,3
2015-8-14,2178153,3
2015-8-14,2186714,3
2015-8-14,2188917,7
2015-8-14,2188926,13
2015-8-14,2197670,5
2015-8-14,2290527,13
2015-8-14,2297368,5
2015-8-14,2330836,3
2015-8-14,2341724,23
2015-8-14,2373499,19
2015-8-14,2385751,13
2015-8-14,2687179,3
2015-8-14,2690179,3
2015-8-14,352941,17
2015-8-14,375003,75
2015-8-14,376800,41
2015-8-14,382749,85
2015-8-14,392481,43
2015-8-14,427515,9
2015-8-14,432833,19
2015-8-14,433206,19
2015-8-14,435498,45
2015-8-14,436236,33
2015-8-14,438637,7
2015-8-14,442909,17
2015-8-14,444381,67
2015-8-14,444756,9
2015-8-14,444795,21
2015-8-14,445072,57
2015-8-14,449729,17
2015-8-14,453937,63
2015-8-14,454474,85
2015-8-14,468493,11
2015-8-14,481935,7
2015-8-14,485359,13
2015-8-14,485945,3
2015-8-14,486386,9
2015-8-14,493182,23
2015-8-14,495222,23
2015-8-14,497979,23
2015-8-14,498716,65
2015-8-14,683555,27
2015-8-14,731974,13
2015-8-14,752287,3
2015-8-14,752967,9
2015-8-14,790346,3
2015-8-14,814976,3
2015-8-14,873552,5
2015-8-14,874136,5
2015-8-14,895981,5
2015-8-14,937732,9
2015-8-14,942523,39
2015-8-14,943557,25
2015-8-14,945829,7
2015-8-14,965066,5
2015-8-14,983749,27
2015-8-14,1067258,5
2015-8-14,1067770,13
2015-8-14,1074655,5
2015-8-14,1085162,5
2015-8-14,1126019,5
2015-8-14,1126035,7
2015-8-14,1202193,25
2015-8-14,1206419,41
2015-8-14,1206593,47
2015-8-14,1207214,3
2015-8-14,1207579,49
2015-8-14,1228196,15
2015-8-14,1234168,3
2015-8-14,1236462,15
2015-8-14,1273972,5
2015-8-14,1284573,13
2015-8-14,1287295,15
2015-8-14,1304012,3
2015-8-14,1313071,3
2015-8-14,1339924,3
2015-8-14,1348320,7
2015-8-14,1385258,3
2015-8-14,1385682,3
2015-8-14,1388405,5
2015-8-14,1388630,3
2015-8-14,1407386,7
2015-8-14,1411080,5
2015-8-14,1443024,3
2015-8-14,1451864,7
2015-8-14,1452010,83
2015-8-14,1454707,5
2015-8-14,1456786,3
2015-8-14,1465799,3
2015-8-14,1487965,13
2015-8-14,1517705,7
2015-8-14,1525580,25
2015-8-14,1525776,7
2015-8-14,1526762,5
2015-8-14,1526986,29
2015-8-14,1535514,9
2015-8-14,1541943,7
2015-8-14,1541992,5
2015-8-14,1542140,3
2015-8-14,1613672,3
2015-8-14,1656133,3
2015-8-14,1677685,75
2015-8-14,1678100,15
2015-8-14,1685484,5
2015-8-14,1690492,35
2015-8-14,1707763,21
2015-8-14,1709401,7
2015-8-14,1712976,7
2015-8-14,1735053,15
2015-8-14,1735511,5
2015-8-14,1735646,3
2015-8-14,1735879,3
2015-8-14,1736114,3
2015-8-14,1741905,5
2015-8-14,1747562,7
2015-8-14,1752391,7
2015-8-14,1761658,21
2015-8-14,1799777,3
2015-8-14,1814729,7
2015-8-14,1830667,13
2015-8-14,1840281,7
2015-8-14,1875815,27
2015-8-14,1902946,41
2015-8-14,1921416,5
2015-8-14,1940895,5
2015-8-14,2029059,5
2015-8-14,2063890,7
2015-8-14,2111306,5
2015-8-14,2178967,3
2015-8-14,2189113,5
2015-8-14,2259796,5
2015-8-14,2294179,9
2015-8-14,2348733,3
2015-8-14,2362405,5
2015-8-14,2362658,3
2015-8-14,2462396,3
2015-8-14,2600330,3
2015-8-14,2615127,5
2015-8-14,2657612,19
2015-8-14,2683978,13
2015-8-14,353729,41
2015-8-14,354071,61
2015-8-14,376665,117
2015-8-14,376734,145
2015-8-14,376846,207
2015-8-14,385788,49
2015-8-14,400713,175
2015-8-14,438861,11
2015-8-14,439053,73
2015-8-14,441209,27
2015-8-14,443173,47
2015-8-14,443230,91
2015-8-14,443563,15
2015-8-14,445230,19
2015-8-14,447916,5
2015-8-14,455417,103
2015-8-14,455847,29
2015-8-14,457639,45
2015-8-14,464470,13
2015-8-14,465000,87
2015-8-14,480402,5
2015-8-14,483339,35
2015-8-14,485214,33
2015-8-14,485354,39
2015-8-14,485485,23
2015-8-14,491009,23
2015-8-14,497880,7
2015-8-14,498396,35
2015-8-14,524713,7
2015-8-14,547841,15
2015-8-14,619600,15
2015-8-14,673255,7
2015-8-14,677337,3
2015-8-14,893558,5
2015-8-14,923828,35
2015-8-14,930326,29
2015-8-14,935411,3
2015-8-14,943048,7
2015-8-14,946096,59
2015-8-14,950440,3
2015-8-14,972506,21
2015-8-14,988426,15
2015-8-14,991230,5
2015-8-14,999597,9
2015-8-14,1101631,23
2015-8-14,1106684,3
2015-8-14,1188650,65
2015-8-14,1206492,23
2015-8-14,1207073,23
2015-8-14,1207166,5
2015-8-14,1207496,21
2015-8-14,1233209,13
2015-8-14,1285381,5
2015-8-14,1320555,41
2015-8-14,1333915,35
2015-8-14,1377758,11
2015-8-14,1399484,7
2015-8-14,1407406,11
2015-8-14,1422804,5
2015-8-14,1445437,3
2015-8-14,1446547,7
2015-8-14,1447549,7
2015-8-14,1488015,9
2015-8-14,1488024,7
2015-8-14,1488060,9
2015-8-14,1507659,149
2015-8-14,1521818,5
2015-8-14,1525653,17
2015-8-14,1526681,33
2015-8-14,1537324,5
2015-8-14,1543382,7
2015-8-14,1544168,9
2015-8-14,1548390,3
2015-8-14,1558373,5
2015-8-14,1565984,3
2015-8-14,1566049,15
2015-8-14,1566084,5
2015-8-14,1575878,7
2015-8-14,1576201,9
2015-8-14,1685727,13
2015-8-14,1687527,3
2015-8-14,1689696,17
2015-8-14,1695798,3
2015-8-14,1698222,25
2015-8-14,1730553,3
2015-8-14,1732808,5
2015-8-14,1735148,3
2015-8-14,1735678,13
2015-8-14,1735725,9
2015-8-14,1736369,5
2015-8-14,1746071,3
2015-8-14,1747669,15
2015-8-14,1752645,3
2015-8-14,1793350,5
2015-8-14,1799747,11
2015-8-14,1812361,13
2015-8-14,1814365,3
2015-8-14,1814635,3
2015-8-14,1816938,7
2015-8-14,1817806,5
2015-8-14,1819688,3
2015-8-14,1826842,3
2015-8-14,1831258,7
2015-8-14,1840654,3
2015-8-14,1871262,3
2015-8-14,1875303,3
2015-8-14,1901767,7
2015-8-14,1921233,5
2015-8-14,1921287,3
2015-8-14,1929109,11
2015-8-14,1938266,3
2015-8-14,1942503,3
2015-8-14,1943280,11
2015-8-14,1962379,5
2015-8-14,2082793,5
2015-8-14,2102330,11
2015-8-14,2137963,5
2015-8-14,2143443,5
2015-8-14,2158125,5
2015-8-14,2188970,3
2015-8-14,2189036,5
2015-8-14,2189132,9
2015-8-14,2192423,7
2015-8-14,2208841,3
2015-8-14,2371680,3
2015-8-14,2377103,7
2015-8-14,2613931,9
2015-8-14,2652364,3
2015-8-15,352972,211
2015-8-15,376834,243
2015-8-15,382765,111
2015-8-15,400229,29
2015-8-15,404224,37
2015-8-15,404868,49
2015-8-15,425560,75
2015-8-15,435150,61
2015-8-15,438233,91
2015-8-15,438644,17
2015-8-15,440020,107
2015-8-15,443426,7
2015-8-15,444258,69
2015-8-15,457059,21
2015-8-15,458431,59
2015-8-15,458583,19
2015-8-15,461897,9
2015-8-15,485208,11
2015-8-15,485319,11
2015-8-15,485598,33
2015-8-15,493433,13
2015-8-15,495558,51
2015-8-15,496651,163
2015-8-15,497004,29
2015-8-15,498223,125
2015-8-15,498416,163
2015-8-15,549524,11
2015-8-15,723934,25
2015-8-15,750327,17
2015-8-15,753083,13
2015-8-15,760611,11
2015-8-15,787610,121
2015-8-15,873508,3
2015-8-15,896007,35
2015-8-15,919322,5
2015-8-15,930376,7
2015-8-15,943212,17
2015-8-15,944521,5
2015-8-15,988288,25
2015-8-15,991179,11
2015-8-15,991473,3
2015-8-15,1012227,3
2015-8-15,1026444,25
2015-8-15,1086068,3
2015-8-15,1105449,15
2015-8-15,1125958,33
2015-8-15,1140655,21
2015-8-15,1193596,3
2015-8-15,1193751,5
2015-8-15,1206306,19
2015-8-15,1206530,9
2015-8-15,1206696,5
2015-8-15,1206742,35
2015-8-15,1221802,15
2015-8-15,1238263,3
2015-8-15,1246985,3
2015-8-15,1249580,5
2015-8-15,1261894,3
2015-8-15,1274488,29
2015-8-15,1279370,9
2015-8-15,1316335,13
2015-8-15,1320058,7
2015-8-15,1392349,5
2015-8-15,1408568,5
2015-8-15,1442884,13
2015-8-15,1487764,17
2015-8-15,1487914,25
2015-8-15,1489811,7
2015-8-15,1503351,7
2015-8-15,1507592,27
2015-8-15,1517221,15
2015-8-15,1525502,7
2015-8-15,1525834,3
2015-8-15,1525863,25
2015-8-15,1525878,15
2015-8-15,1526309,3
